name,Fold_change,log2FC,Pvalue,VIP,regulated
4-Deoxyphysalolactone,1.081985607,0.113681308,0.225728635,0.580118608,unchanged
"2,6,6-Trimethyl-1-cyclohexen-1-acetaldehyde",1.081783757,0.11341214,0.578796517,0.265094751,unchanged
Alpha-N-Phenylacetyl-L-glutamine,1.081502354,0.113036806,0.763550638,0.152232273,unchanged
N-Acetyl-leukotriene E4,1.079881776,0.110873377,0.220904768,0.596772964,unchanged
"2-Amino-4-oxo-6-(1',2'-dioxoprolyl)-7,8-dihydroxypteridine",1.079687934,0.110614385,0.798877369,0.090564982,unchanged
Valyl-Threonine,1.0791879,0.109946078,0.655503828,0.201151668,unchanged
Indole,1.078559515,0.109105787,0.595305312,0.202380486,unchanged
Idoxuridine,1.077874169,0.108188768,0.591388469,0.293056209,unchanged
4-Hydroxydehydromyoporone,1.077535198,0.107734995,0.81594264,0.099696566,unchanged
Ginsenoyne A,1.076689171,0.10660182,0.313846973,0.461285985,unchanged
Glutaminyl-Isoleucine,1.076496801,0.106344033,0.447447369,0.39953295,unchanged
Ceanothenic acid,1.0758754,0.105511005,0.411454363,0.374520347,unchanged
25-Acetylvulgaroside,1.075727259,0.105312342,0.681870801,0.199161263,unchanged
3-Indolehydracrylic acid,1.075645818,0.105203115,0.237906271,0.553829968,unchanged
3-phosphonato-D-glyceroyl Phosphate(4-),1.074044563,0.103053853,0.375329185,0.418745137,unchanged
Misoprostol,1.073680845,0.102565211,0.388842234,0.393939153,unchanged
ent-16-Kauren-19-ol,1.073608364,0.102467817,0.795435495,0.161253894,unchanged
Taraxinic acid glucosyl ester,1.073458262,0.102266097,0.279332731,0.506136973,unchanged
12-Hydroxydodecanoic acid,1.073244761,0.101979131,0.551009727,0.26055414,unchanged
D-Saccharic acid potassium salt,1.071127096,0.099129675,0.350408061,0.463941309,unchanged
Aurantiumal,1.070110953,0.097760388,0.899104288,0.029810212,unchanged
Dipyridamole,1.069102167,0.096399729,0.204954534,0.649947408,unchanged
Valyl-Alanine,1.068494755,0.095579826,0.728712646,0.141715271,unchanged
Octyl phenylacetate,1.067737876,0.094557517,0.298307467,0.460953931,unchanged
Pacific Ciguatoxin 4A,1.067266281,0.093920171,0.263991916,0.511138072,unchanged
9-(beta-D-Ribofuranosyl)zeatin,1.0666816,0.093129602,0.435234704,0.36784403,unchanged
"Cis-8,11,14,17-Eicosatetraenoic acid",1.066559721,0.09296475,0.54848471,0.341079752,unchanged
PC-M5',1.066202126,0.092480964,0.826727266,0.109723799,unchanged
Methylmalonylcarnitine,1.066160161,0.092424179,0.567300183,0.29695003,unchanged
Pyrophosphate,1.065655348,0.09174092,0.174387714,0.615884029,unchanged
Desglucocoroloside,1.065293502,0.091250966,0.097948144,0.767360942,unchanged
D-Glucuronic acid sodium salt monohydrate,1.064410026,0.090054005,0.191643471,0.595502137,unchanged
Benzoquinoneacetic acid,1.061350882,0.08590169,0.160700509,0.643075333,unchanged
O-Ureidohomoserine,1.060693423,0.085007728,0.301393103,0.460144816,unchanged
Dehydrooreadone,1.058237567,0.081663539,0.19045163,0.594413321,unchanged
Mifepristone,1.057944723,0.08126425,0.513325058,0.305218851,unchanged
cis-3-Hexenyl b-primeveroside,1.057860001,0.081148712,0.725539363,0.19280819,unchanged
Gestodene,1.057629938,0.08083492,0.866571069,0.096822589,unchanged
N(1)-acetylsperminium(3+),1.056611349,0.079444811,0.901046789,0.070088974,unchanged
1-tetradecanoyl-sn-glycero-3-phosphate,1.055750362,0.078268741,0.880618533,0.103817072,unchanged
Pseudoginsenoside RT3,1.055683462,0.078177319,0.157669355,0.651517108,unchanged
1-Hydroxypyrene glucuronide,1.054716379,0.0768551,0.937193325,0.028665403,unchanged
O-methylmalonyl-L-carnitine,1.054135008,0.076059651,0.436876472,0.426826861,unchanged
Panaxynol linoleate,1.054036759,0.075925181,0.717979163,0.209628378,unchanged
Perflutren,1.054033479,0.075920692,0.363178875,0.422243787,unchanged
Atenolol,1.052721636,0.074124005,0.256831834,0.526558132,unchanged
"PC(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1.052537254,0.073871297,0.875551817,0.076259481,unchanged
Domoic acid,1.052475294,0.073786367,0.687053536,0.196511044,unchanged
1-(11Z-eicosenoyl)-glycero-3-phosphate,1.052053123,0.073207555,0.485383493,0.327126764,unchanged
Phaseolic acid,1.050669242,0.07130857,0.893100946,0.056677336,unchanged
3'-O-Methyl-(-)-epicatechin-5-O-sulphate,1.049869899,0.070210559,0.806094344,0.101020697,unchanged
Ginsenoyne D,1.049584599,0.069818456,0.286513928,0.514713367,unchanged
Luteolin 7-O-(2-apiosyl-4-glucosyl-6-malonyl)-glucoside,1.049170206,0.069248744,0.578900663,0.269122698,unchanged
Adrenochrome,1.048772249,0.068701416,0.525897926,0.307849898,unchanged
15(S)-Hydroxyeicosatrienoic acid,1.048232289,0.067958454,0.832996194,0.136294622,unchanged
Cyclopentanethiol,1.047897857,0.067498098,0.36186545,0.441520185,unchanged
4-Epiisoinuviscolide,1.04734508,0.066736861,0.742633777,0.225880711,unchanged
L-Urobilinogen,1.047069571,0.066357303,0.792456919,0.152637507,unchanged
Ginkgolide B,1.046665613,0.065800606,0.929109425,0.009213583,unchanged
1-Nitroheptane,1.046004487,0.06488904,0.26427229,0.5173635,unchanged
2-Methyl-4-pentyloxazole,1.045894565,0.064737423,0.259168024,0.5155413,unchanged
(R)-3-Hydroxy-hexadecanoic acid,1.045319417,0.063943852,0.497177286,0.309429354,unchanged
2-acetyl-1-alkyl-sn-glycero-3-phosphocholine,1.045253168,0.063852415,0.43439965,0.373939405,unchanged
Mesobilirubinogen,1.044823534,0.063259298,0.957556111,0.00314538,unchanged
"10-Hydroxy-3-methoxy-1,3,5,7-cadinatetraen-9-one",1.044664462,0.063039635,0.827970915,0.100198311,unchanged
1-(Malonylamino)cyclopropanecarboxylic acid,1.044595656,0.062944609,0.920626685,0.046031862,unchanged
"(S)-10,16-Dihydroxyhexadecanoic acid",1.043903578,0.061988461,0.531440022,0.284765632,unchanged
4Alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol,1.043679749,0.061679091,0.520942755,0.282292555,unchanged
(8'R)-Neochrome,1.043410306,0.061306588,0.638504276,0.208486207,unchanged
Crassostrea Secocarotenoid,1.043259639,0.06109825,0.791479554,0.164680348,unchanged
Notoginsenoside C,1.043159642,0.060959961,0.216794684,0.568045839,unchanged
Gemcitabine,1.042874709,0.060565843,0.230231242,0.574345177,unchanged
Cyclododecanone,1.042059939,0.059438263,0.428685957,0.371243955,unchanged
8-Hydroxypinoresinol 8-glucoside,1.041751926,0.059011768,0.909207301,0.049157827,unchanged
Heptadecanoic acid,1.041104222,0.0581145,0.608583392,0.209138503,unchanged
"PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",1.040439817,0.057193516,0.513133721,0.310927287,unchanged
Ustiloxin C,1.040149259,0.056790567,0.928295382,0.02408003,unchanged
Aminosalicylic Acid,1.0400731,0.056684929,0.34110824,0.404940968,unchanged
Citric acid,1.039767641,0.056261162,0.408082564,0.367241455,unchanged
"2,4,5,7alpha-Tetrahydro-1,4,4,7a-tetramethyl-1H-inden-2-ol",1.03954007,0.05594537,0.869302731,0.112154239,unchanged
MG(P-18:0e/0:0/0:0),1.039057914,0.055276068,0.336911818,0.426119499,unchanged
Linoleoyl ethanolamide,1.038782186,0.054893179,0.625806971,0.223897719,unchanged
Eszopiclone,1.038121077,0.053974716,0.715794549,0.124331364,unchanged
20-hydroxy LTB4,1.037562343,0.053198025,0.806923401,0.120873077,unchanged
Annocherin A,1.0374115,0.052988268,0.794097831,0.090045337,unchanged
b-D-Xylopyranosyl-(1->4)-a-L-rhamnopyranosyl-(1->2)-D-fucose,1.037118518,0.052580769,0.892443351,0.048338236,unchanged
Asparaginyl-Alanine,1.036719345,0.052025389,0.603358341,0.24294544,unchanged
6-Keto-prostaglandin F1a,1.036418245,0.051606317,0.644228684,0.262383544,unchanged
S-(PGA2)-glutathione,1.035796895,0.050741139,0.791090279,0.132443314,unchanged
"3-Acetyl-2,5-dimethylfuran",1.034922143,0.049522238,0.490313306,0.320976883,unchanged
4-Amino-1-piperidinecarboxylic acid,1.034701688,0.049214889,0.792180095,0.109757969,unchanged
"LysoPE(20:4(8Z,11Z,14Z,17Z)/0:0)",1.034413125,0.048812486,0.475831309,0.396261586,unchanged
Hernandulcin,1.034289739,0.048640389,0.792791903,0.16906634,unchanged
"7-a,25-Dihydroxycholesterol",1.033636153,0.047728436,0.455435269,0.325551429,unchanged
3-Hydroxy-2H-pyran-2-one,1.033396425,0.047393797,0.668507854,0.198472088,unchanged
5'-O-Desmethyl omeprazole,1.03336049,0.04734363,0.919384358,0.035656459,unchanged
Collettiside I,1.033076311,0.046946827,0.843809044,0.130276713,unchanged
Gonyautoxin VI,1.032703387,0.046425943,0.951925273,0.017188957,unchanged
2-Hydroxymyristic acid,1.032653927,0.046356846,0.5824712,0.255006624,unchanged
Ethyl methyl-p-tolylglycidate,1.032609019,0.046294104,0.637150834,0.179391038,unchanged
Blumenol C glucoside,1.032370049,0.045960192,0.856461021,0.119271738,unchanged
5-Hydroxykynurenamine,1.032112084,0.045599651,0.538668175,0.261448865,unchanged
N-Acetyl-L-Histidine,1.031309752,0.044477708,0.844589934,0.075472337,unchanged
1-Methylguanosine,1.031113715,0.044203448,0.812035222,0.080854811,unchanged
1-Hydroxyepiacorone,1.030459011,0.043287119,0.543364383,0.259025801,unchanged
"PS(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",1.030130377,0.042826942,0.720347316,0.189370758,unchanged
Ambonic acid,1.029779911,0.042336032,0.826027021,0.100968782,unchanged
"N,N,O-Tridesmethyl-tramadol",1.029467235,0.041897914,0.519635476,0.281911582,unchanged
"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide",1.029439308,0.041858777,0.753537933,0.166123239,unchanged
Hydroxyprolyl-Serine,1.029288304,0.041647139,0.773272782,0.131746523,unchanged
"()-2,2'-Iminobispropanoic acid",1.028969949,0.04120085,0.488600367,0.303690963,unchanged
Butyl (S)-3-hydroxybutyrate glucoside,1.028856005,0.041041082,0.511453246,0.286780203,unchanged
4-Ethyl-2-methylphenol,1.028525853,0.040578058,0.867349282,0.06430118,unchanged
D-Pantothenic acid hemicalcium salt,1.028472721,0.040503528,0.738976282,0.185544225,unchanged
"10,20-Dihydroxyeicosanoic acid",1.027917273,0.039724161,0.657133643,0.190264289,unchanged
6-Hydroxy-1H-indole-3-acetamide,1.02748878,0.039122639,0.710747684,0.169352412,unchanged
"2,5-Dimethyl-4-ethoxy-3(2H)-furanone",1.025987151,0.037012663,0.592620693,0.222966513,unchanged
Sulfamoxole,1.025308015,0.036057378,0.784063416,0.167808739,unchanged
gamma-Glutamyl-S-methylcysteine sulfoxide,1.025180569,0.035878039,0.765093038,0.183145321,unchanged
Medinoside E,1.025128927,0.035805364,0.694286068,0.170824808,unchanged
"(3alpha,20R,24Z)-3-Hydroxy-21-oxoeupha-8,24-dien-26-oic acid",1.024708337,0.035213333,0.878378646,0.093756078,unchanged
"3,11,12-Trihydroxy-1(10)-spirovetiven-2-one",1.024385669,0.034758975,0.899112028,0.056760507,unchanged
Kinetin,1.024349632,0.034708222,0.560149085,0.252500402,unchanged
"MG(0:0/20:4(8Z,11Z,14Z,17Z)/0:0)",1.024018336,0.034241549,0.769370951,0.188263662,unchanged
"2,4,12-Octadecatrienoic acid isobutylamide",1.02390474,0.034081499,0.730507784,0.199770524,unchanged
2-Acetyl-4-methylpyridine,1.023757732,0.033874348,0.728381815,0.169402416,unchanged
3'-N-Acetyl-4'-O-(14-methylpentadecanoyl)fusarochromanone,1.023225037,0.033123471,0.860773977,0.122643869,unchanged
Phenol,1.02322209,0.033119316,0.749000413,0.1665995,unchanged
"5,8-Tetradecadienoic acid",1.023109609,0.032960714,0.559484905,0.263279887,unchanged
"(3Z,6Z)-3,6-Nonadien-1-ol",1.021806103,0.031121458,0.572102136,0.249272406,unchanged
Bradykinin,1.021751825,0.03104482,0.602252954,0.27033591,unchanged
"D-Glucaro-1,4-lactone",1.020991418,0.02997074,0.790743658,0.136626264,unchanged
"5-Nonadecyl-1,3-benzenediol",1.020938554,0.02989604,0.82313535,0.107098097,unchanged
Sorbitan laurate,1.02064095,0.029475431,0.97145372,0.010653029,unchanged
"Octahydro-2,5,5,8a-tetramethyl-7H-1-benzopyran-7-one",1.020624859,0.029452686,0.887181033,0.093217933,unchanged
"N1,N8-Diacetylspermidine",1.02041106,0.029150441,0.831686291,0.072371011,unchanged
"1,1-Dimethoxydecane",1.020224734,0.028886982,0.798413813,0.133178826,unchanged
Octanol,1.020079065,0.028680978,0.924299089,0.043156869,unchanged
Aspartyl-Cysteine,1.020000143,0.028569355,0.932812846,0.023245802,unchanged
Calendasaponin B,1.019316022,0.027601405,0.789773636,0.141880582,unchanged
Dodecanol,1.01891129,0.027028451,0.722390111,0.152379356,unchanged
Tazobactam,1.018681306,0.026702775,0.923329072,0.03105143,unchanged
Oleic acid,1.018369967,0.026261777,0.751072375,0.140373342,unchanged
"5,6,7,4'-Tetrahydroxyisoflavone",1.018333851,0.026210613,0.885633488,0.046272625,unchanged
"S-2,5-Dimethyl-3-furanyl 3-methylbutanethioate",1.01812956,0.02592116,0.951524949,0.053438622,unchanged
Stanozolol,1.017354299,0.024822192,0.90459333,0.087233411,unchanged
Vildagliptin,1.017288064,0.024728262,0.955800295,0.029143304,unchanged
MG(15:0/0:0/0:0),1.017265738,0.0246966,0.79234672,0.107332591,unchanged
Oxidized glutathione,1.016993896,0.02431102,0.94360714,0.022575761,unchanged
3-hydroxytridecanoyl carnitine,1.016709172,0.023907058,0.963519518,0.013769943,unchanged
Spirolide C,1.016308432,0.023338302,0.8721937,0.037231973,unchanged
Cervonoyl ethanolamide,1.015098923,0.021620327,0.972223028,0.023467383,unchanged
Glycitein,1.01450158,0.020771112,0.951885012,0.010489825,unchanged
Perilloside B,1.013694892,0.019623487,0.769468266,0.106768398,unchanged
20-dihydroxyleukotriene B4,1.013681493,0.019604417,0.883966514,0.03689203,unchanged
2-Cyclotetradecen-1-one,1.013231801,0.018964264,0.878044326,0.055568385,unchanged
Sphinganine,1.013222292,0.018950723,0.761978378,0.116674953,unchanged
Methionyl-Isoleucine,1.01225459,0.017572185,0.839392641,0.076516586,unchanged
Campestanol,1.011727278,0.016820448,0.850991533,0.104142814,unchanged
Cryptoxanthin epoxide,1.010870062,0.015597564,0.884921152,0.026872644,unchanged
Saxitoxin,1.010674438,0.015318346,0.964483156,0.021902706,unchanged
"1-Acetoxy-2-hydroxy-5,12,15-heneicosatrien-4-one",1.010230127,0.014683971,0.895543239,0.10725561,unchanged
Ganglioside GM3 (d18:1/14:0),1.010227348,0.014680003,0.934283686,0.063483328,unchanged
"25-Hydroxyvitamin D3-26,23-lactol",1.010221525,0.014671687,0.933334713,0.045656835,unchanged
11-Hydroxyprogesterone 11-glucuronide,1.010106955,0.014508061,0.916572331,0.049435557,unchanged
"(4R,5S,7R,11x)-11,12-Dihydroxy-1(10)-spirovetiven-2-one 12-glucoside",1.009841364,0.014128677,0.939372871,0.016968218,unchanged
beta-Micropteroxanthin,1.009556824,0.013722117,0.911078472,0.100100856,unchanged
Valyl-Asparagine,1.009492901,0.013630765,0.953348281,0.009917074,unchanged
Docosadienoate (22:2n6),1.008952306,0.012857978,0.924452925,0.059062903,unchanged
2-Hydroxyacorenone,1.008928444,0.012823858,0.83675966,0.076566401,unchanged
Ganoderic acid J,1.008746541,0.012563727,0.95960005,0.014702594,unchanged
Tryptophol [xylosyl-(1->6)-glucoside],1.007052774,0.01013929,0.973342143,0.060864221,unchanged
Benzene,1.006710504,0.009648872,0.918654717,0.061392915,unchanged
Euglobal Ia1,1.006631476,0.009535614,0.983779319,0.035611195,unchanged
"5-Amino-6-(4-hydroxy-2-butenoyl)-2,2-dimethyl-4-chromanone",1.006504178,0.009353161,0.854869644,0.05238902,unchanged
Cepanone,1.006090989,0.008760785,0.978864922,0.026686259,unchanged
Chrycolide,1.00555871,0.007997317,0.927346161,0.040115344,unchanged
2(R)-hydroxyicosanoic acid,1.005258159,0.007566045,0.897498261,0.060533604,unchanged
(+/-)-Dihydrofarnesol,1.005013837,0.007215364,0.903995393,0.035573699,unchanged
Pentyl propanoate,1.004481375,0.006450813,0.972921166,0.037224806,unchanged
"(3b,5b,22a,25R)-Furostane-22-methoxy-3,26-diol 3-[glucosyl-(1->2)-glucoside] 26-glucoside",1.004360468,0.006277149,0.971683167,0.020630077,unchanged
N-Acetylmuramate,1.004080111,0.00587438,0.90926912,0.019014486,unchanged
Piperoic acid,1.003287246,0.004734715,0.930721734,0.004518682,unchanged
Homocysteine,1.003188797,0.004593143,0.983682339,0.063393832,unchanged
Miglitol,1.002946926,0.004245264,0.966456904,0.007018347,unchanged
Eicosenoic acid,1.002861287,0.00412207,0.979587109,0.03643386,unchanged
Kaempferol 3-O-feruloyl-caffeoyl-sophoroside 7-O-glucoside,1.002471057,0.003560585,0.967174893,0.000877146,unchanged
"(6R,7S)-6,7-Epoxy-1,3-tetradecadiyne",1.002206564,0.003179892,0.985253194,0.026572868,unchanged
Ribothymidine,1.001969689,0.002838865,0.979041856,0.034642122,unchanged
Nitrosylsulfuric acid,1.001866689,0.002690552,0.960976455,0.016922274,unchanged
Pentosidine,1.001858648,0.002678973,0.978803928,0.001957377,unchanged
Monoisobutyl phthalic acid,1.001329483,0.001916765,0.974166206,0.02328495,unchanged
Momordin Ia,1.00083174,0.001199448,0.993446501,0.015920257,unchanged
Ixabepilone,1.0005839,0.000842144,0.988141295,0.026666702,unchanged
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate",1,0,,0,unchanged
"DG(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",1,0,,0,unchanged
"PE(18:1(11Z)/22:2(13Z,16Z))",1,0,,0,unchanged
Tanacetol B,1,0,,0,unchanged
Hesperetin 7-glucoside,1,0,,0,unchanged
"MG(22:2(13Z,16Z)/0:0/0:0)",1,0,,0,unchanged
9alpha-(3-Methylbutanoyloxy)-4S-hydroxy-10(14)-oplopen-3-one,1,0,,0,unchanged
Riluzole,1,0,,0,unchanged
Dihydrocapsaicin,1,0,,0,unchanged
"DG(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",1,0,,0,unchanged
Lubiminol,1,0,,0,unchanged
Orotidylic acid,1,0,,0,unchanged
Tsugaric acid A,1,0,,0,unchanged
"E,e-Carotene-3,3'-dione",1,0,,0,unchanged
LysoPC(24:1(15Z)),1,0,,0,unchanged
Tolterodine,1,0,,0,unchanged
Hydroxydestruxin B,1,0,,0,unchanged
Dopexamine,1,0,,0,unchanged
Ginsenoside Rh8,1,0,,0,unchanged
AS 1-1,1,0,,0,unchanged
Perindoprilat,1,0,,0,unchanged
Gamma-Tocotrienol,1,0,,0,unchanged
"(3b,22a)-12-Oleanene-3,22,24,29-tetrol 3-[arabinosyl-(1->3)-arabinoside]",1,0,,0,unchanged
"DG(15:0/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",1,0,,0,unchanged
Stigmastentriol,1,0,,0,unchanged
Adenosine phosphosulfate,1,0,,0,unchanged
Androsterone,1,0,,0,unchanged
Prephenate,1,0,,0,unchanged
8-Hydroxy-7-methoxy-2H-1-benzopyran-2-one,1,0,,0,unchanged
Austroinulin,1,0,,0,unchanged
D-Urobilin,1,0,,0,unchanged
N-Lauroylglycine,1,0,,0,unchanged
"DG(16:1(9Z)/22:2(13Z,16Z)/0:0)",1,0,,0,unchanged
Cyclopassifloic acid D,1,0,,0,unchanged
Glutaminyl-Valine,1,0,,0,unchanged
"PC(22:2(13Z,16Z)/24:1(15Z))",1,0,,0,unchanged
3-Oxotetradecanoic acid,1,0,,0,unchanged
Juvocimene 1,1,0,,0,unchanged
(S)-Nerolidol 3-O-[a-L-rhamnopyranosyl-(1->2)-b-D-glucopyranoside],1,0,,0,unchanged
Avenestergenin A1,1,0,,0,unchanged
N-Nitrosotomatidine,1,0,,0,unchanged
Testolactone,1,0,,0,unchanged
Octadecyl fumarate,1,0,,0,unchanged
"PE(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:1(11Z))",1,0,,0,unchanged
Dynorphin B (10-13),1,0,,0,unchanged
3-O-Protocatechuoylceanothic acid,1,0,,0,unchanged
Solanocardinol,1,0,,0,unchanged
"PE(22:4(7Z,10Z,13Z,16Z)/22:1(13Z))",1,0,,0,unchanged
Jurubine,1,0,,0,unchanged
alpha-Tocopherol succinate,1,0,,0,unchanged
Sphinganine 1-phosphate,1,0,,0,unchanged
"3,6,7-Trihydroxy-4'-methoxyflavone 7-rhamnoside",1,0,,0,unchanged
Notoginsenoside T2,1,0,,0,unchanged
16beta-Hydroxystellatogenin,1,0,,0,unchanged
Orlistat,1,0,,0,unchanged
()-3-Hydroxynonanoic acid,1,0,,0,unchanged
Cryptomeridiol 11-rhamnoside,1,0,,0,unchanged
"Riboflavine 2',3',4',5'-tetrabutanoate",1,0,,0,unchanged
TG(8:0/8:0/15:0),1,0,,0,unchanged
Guanosine diphosphate adenosine,1,0,,0,unchanged
4-alpha-Methyl-5-alpha-cholest-7-en-3-beta-ol,1,0,,0,unchanged
"DG(22:2(13Z,16Z)/18:0/0:0)",1,0,,0,unchanged
Feruloyl-beta-sitosterol,1,0,,0,unchanged
MG(0:0/20:1(11Z)/0:0),1,0,,0,unchanged
N-acetyl-L-2-aminoadipate(2-),1,0,,0,unchanged
Lycopersiconol,1,0,,0,unchanged
Muricin F,1,0,,0,unchanged
MG(0:0/16:0/0:0),1,0,,0,unchanged
Myricetin 3-arabinoside,1,0,,0,unchanged
Dihydrocumambrin A,1,0,,0,unchanged
"(3b,24R,25x)-26-Benzoyloxystigmast-5-ene-3-ol",1,0,,0,unchanged
Emblicanin A,1,0,,0,unchanged
LysoPE(0:0/22:0),1,0,,0,unchanged
"(3S,3'R,5R,6R)-7',8'-Didehydro-3,6-epoxy-5,6-dihydro-beta,beta-carotene-3',5-diol",1,0,,0,unchanged
3-trans-Caffeoyltormentic acid,1,0,,0,unchanged
Mucocin,1,0,,0,unchanged
DG(18:0/20:0/0:0),1,0,,0,unchanged
Tragopogonsaponin G,1,0,,0,unchanged
PE(22:1(13Z)/24:1(15Z)),1,0,,0,unchanged
