name,mND1,mND2,mND3,mND4,mND5,mND6,mND7,mND8,mND9,mHFD1,mHFD2,mHFD3,mHFD4,mHFD5,mHFD6,mHFD7,mHFD8,mHFD9
Janthitrem G,0.000568868,0.000109114,0.000132441,0.000157588,0.000240672,0.000277276,0.000261618,0.000238693,0.000268421,0.000187596,8.27E-05,0.000164731,0.000150773,0.000150329,6.91E-05,0.000237835,0.00022116,0.000222432
L-Tyrosine,1.56E-06,2.52E-07,0,5.62E-07,2.54E-06,5.71E-07,0,2.33E-07,1.14E-06,2.41E-06,1.95E-06,9.11E-07,0,3.12E-06,1.08E-06,6.15E-07,0,2.55E-06
Shinflavanone,3.89E-06,9.45E-06,7.95E-06,1.87E-06,1.06E-06,1.38E-05,1.10E-05,6.24E-06,7.06E-07,6.34E-07,2.88E-06,5.95E-07,0,1.78E-06,3.64E-06,0,0,4.03E-07
PE(18:0/P-18:1(11Z)),4.92E-05,3.14E-05,2.74E-05,1.83E-05,1.68E-05,1.63E-05,1.83E-05,1.21E-05,1.37E-05,1.10E-05,1.17E-05,1.59E-05,1.42E-05,9.80E-06,6.64E-06,9.54E-06,1.04E-05,7.93E-06
CerP(d18:1/20:0),5.08E-06,5.29E-06,5.84E-06,5.47E-06,4.44E-06,2.93E-06,3.57E-06,4.07E-06,2.69E-06,1.22E-06,1.10E-06,5.83E-07,1.59E-06,5.82E-07,2.19E-06,1.77E-06,1.31E-06,1.19E-06
Glutethimide,0.000174526,0.00019003,0.000181225,0.00013862,0.000162305,0.000160112,0.000125176,0.000131896,0.000152657,0.000130428,0.000147961,0.000146332,0.000166176,0.000118722,0.000156432,0.000121928,0.000158267,0.000138107
alpha-Solamarine,1.29E-06,1.92E-06,1.55E-06,1.60E-06,5.71E-07,1.39E-06,1.30E-06,2.88E-06,2.35E-06,1.44E-07,1.29E-06,1.42E-06,0,6.91E-07,4.96E-07,6.07E-07,4.99E-07,2.45E-07
8-Hydroxy-7-methoxy-2H-1-benzopyran-2-one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Hydroxypregnenolone sulfate,1.17E-05,1.10E-05,1.58E-05,1.29E-05,1.35E-05,1.22E-05,1.23E-05,1.31E-05,1.16E-05,1.08E-05,1.10E-05,1.26E-05,1.36E-05,1.23E-05,8.83E-06,1.42E-05,1.20E-05,1.25E-05
Austroinulin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Hydroxybutylidenephthalide 7-(6-malonylglucoside),1.79E-06,6.24E-06,1.05E-06,5.12E-06,9.15E-06,3.49E-06,4.33E-06,2.22E-06,5.77E-07,4.37E-07,1.67E-06,1.26E-06,1.08E-06,1.18E-06,1.96E-06,0,0,0
Ribothymidine,4.51E-05,4.37E-05,4.79E-05,5.50E-05,4.91E-05,4.91E-05,5.40E-05,4.61E-05,5.35E-05,4.73E-05,3.65E-05,4.28E-05,4.64E-05,4.99E-05,3.79E-05,5.62E-05,6.40E-05,6.32E-05
"17beta-Estradiol-3,4-quinone",0,2.28E-07,0,4.00E-07,3.15E-06,0,1.61E-07,2.26E-07,1.33E-07,0,1.59E-05,0,0,0,0,5.00E-10,2.39E-08,0
5-Oxo-2(5H)-isoxazolepropanenitrile,8.00E-05,8.03E-05,0.000142552,0.00030333,0.000272651,0.000102044,0.000192685,0.000143237,7.76E-05,0.00013503,0.000223201,0.000195939,0.000160731,0.000244915,0.000115992,0.000264752,0.000257836,0.000243695
o-O-glucuronide rosiglitazone,1.71E-05,2.81E-05,2.42E-05,2.97E-05,4.34E-05,2.83E-05,2.88E-05,2.64E-05,3.89E-05,3.06E-05,3.35E-05,2.92E-05,3.34E-05,4.08E-05,3.79E-05,5.36E-05,5.36E-05,4.85E-05
Pyranocyanin A,4.82E-06,4.36E-06,6.55E-06,2.01E-05,8.24E-06,1.25E-05,3.83E-06,5.78E-06,3.08E-06,7.95E-06,9.87E-06,1.87E-05,8.64E-06,1.26E-05,8.33E-06,5.40E-05,3.11E-05,8.83E-06
Finasteride,1.33E-06,7.31E-07,1.10E-06,3.81E-07,3.36E-07,5.85E-07,8.44E-07,3.58E-07,2.84E-07,3.75E-07,7.44E-07,6.43E-07,5.90E-07,4.84E-07,6.25E-07,8.41E-07,6.73E-07,5.19E-07
Glutaminyl-Tryptophan,2.69E-06,2.86E-06,3.82E-06,3.77E-06,3.96E-06,3.74E-06,4.41E-06,3.43E-06,3.45E-06,3.05E-06,1.98E-06,2.31E-06,2.77E-06,2.79E-06,2.54E-06,3.46E-06,4.34E-06,3.73E-06
Germanicol cinnamate,0,0,0,1.08E-09,0,8.22E-10,9.44E-10,0,0,0,0,5.45E-09,0,8.14E-13,0,0,0,0
Alfacalcidol,3.28E-06,2.46E-06,4.30E-06,1.69E-06,2.79E-06,3.81E-06,1.98E-06,2.75E-06,3.38E-06,1.66E-06,2.92E-06,3.31E-06,4.80E-06,4.15E-06,5.62E-07,4.44E-06,4.98E-06,3.50E-06
N-Norgramine,1.62E-06,1.23E-06,2.04E-06,2.09E-06,3.02E-06,2.00E-06,1.13E-06,1.03E-06,1.20E-06,1.13E-06,2.21E-06,1.64E-06,8.40E-07,1.27E-06,1.52E-06,6.09E-07,7.93E-07,1.68E-06
Pandamarilactonine A,3.99E-06,6.29E-07,2.74E-06,7.76E-06,5.80E-06,6.64E-06,1.60E-06,4.29E-06,4.57E-06,1.56E-08,2.10E-08,1.13E-07,0,4.60E-09,0,0,0,0
N-acetyl-5-aminosalicylic acid,5.01E-06,4.55E-06,6.73E-06,7.04E-06,1.12E-05,5.36E-06,4.94E-06,6.42E-06,5.18E-06,6.12E-06,6.46E-06,6.01E-06,5.23E-06,5.39E-06,5.02E-06,4.70E-06,5.96E-06,5.50E-06
D8'-Merulinic acid C,0.000198818,0.000522321,0.000212779,0.000206731,0.000229312,0.000243981,0.000258053,0.000151858,0.000355321,0.000106603,9.01E-05,4.26E-05,0.000200643,6.83E-05,0.000133191,0.000162846,4.54E-05,5.13E-05
Triton X 100,0.000180196,0.000193406,0.000232027,0.000227204,0.000204601,0.000213134,0.00021398,0.000201904,0.000177866,0.000175681,0.000200494,0.000184357,0.000175594,0.000174761,0.00016271,0.000219116,0.000192757,0.000184165
4alpha-Hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25E-07,9.20E-08,0,7.13E-08
7-Ketodeoxycholic acid,1.59E-05,1.54E-05,1.03E-05,1.55E-05,1.66E-05,1.04E-05,2.98E-06,4.24E-06,8.13E-06,1.07E-05,1.28E-05,2.46E-06,1.84E-05,6.27E-06,1.68E-05,2.24E-05,2.98E-06,2.25E-06
Tetrahydropersin,8.21E-06,7.43E-06,6.20E-06,1.30E-05,1.39E-05,8.83E-06,5.03E-06,5.15E-06,5.60E-06,7.07E-07,2.43E-07,1.83E-07,1.64E-06,3.44E-07,5.81E-07,9.17E-07,5.70E-07,0
1-Acetoxy-2-hydroxy-16-heptadecyn-4-one,1.58E-06,3.27E-07,7.66E-06,1.11E-07,1.72E-06,2.11E-06,7.33E-07,0,3.04E-06,1.77E-06,1.23E-06,4.87E-06,1.31E-06,2.96E-06,1.41E-06,1.23E-05,1.93E-07,1.81E-07
N-desmethylclarithromycin,2.11E-05,1.28E-05,1.32E-05,1.54E-05,1.15E-05,1.03E-05,2.99E-05,1.23E-05,1.26E-05,1.52E-05,1.85E-05,9.39E-06,8.99E-06,5.92E-06,4.03E-06,1.35E-05,1.24E-05,4.92E-06
Estriol-3-glucuronide,2.77E-05,2.92E-05,3.14E-05,3.35E-05,3.03E-05,3.35E-05,3.44E-05,3.08E-05,2.32E-05,2.58E-05,2.21E-05,2.34E-05,1.84E-05,2.17E-05,2.46E-05,2.87E-05,2.83E-05,2.43E-05
Isozeaxanthin,1.98E-05,7.69E-06,8.53E-06,6.75E-06,1.02E-05,1.08E-05,9.89E-06,4.78E-06,3.11E-06,0,0,0,0,0,0,0,0,0
VPGPR Enterostatin,7.63E-07,8.57E-07,2.89E-07,1.15E-06,0,8.91E-07,1.17E-06,6.16E-07,6.67E-07,1.09E-06,1.84E-06,5.47E-07,8.22E-07,1.26E-06,1.58E-06,1.22E-06,9.01E-07,9.96E-07
6-Epi-7-isocucurbic acid glucoside,2.44E-06,1.88E-06,3.06E-06,1.64E-06,1.50E-06,2.14E-06,2.98E-06,1.37E-06,0,4.53E-07,5.64E-07,4.44E-06,2.12E-07,8.23E-07,1.18E-06,4.01E-06,2.51E-07,4.44E-07
Arginyl-Tryptophan,3.09E-06,2.94E-06,3.30E-06,1.58E-06,1.72E-06,3.00E-06,2.12E-06,2.78E-06,1.16E-06,0,0,0,0,0,0,0,0,0
Aspartyl-Tryptophan,1.03E-05,1.06E-05,3.00E-05,3.42E-05,2.42E-05,2.56E-05,1.89E-05,1.50E-05,6.94E-06,1.02E-05,2.55E-05,4.01E-05,2.00E-05,2.87E-05,1.16E-05,6.35E-05,4.94E-05,1.82E-05
Avenanthramide 1p,6.80E-06,6.41E-06,1.06E-05,4.32E-06,7.79E-06,7.54E-06,9.81E-06,4.52E-06,9.14E-06,5.53E-06,7.49E-06,4.31E-06,2.87E-06,3.76E-06,3.90E-06,2.90E-06,3.58E-06,5.66E-06
Naringenin 5-rhamnoside,0.000622049,0.00056848,0.000501135,0.000787676,0.000602367,0.0007048,0.000593045,0.000632047,0.000578865,0.00070257,0.00054144,0.00072307,0.000833934,0.000912443,0.000923915,0.000802334,0.000785873,0.001037485
Tenofovir,7.55E-06,2.81E-06,3.28E-06,8.35E-06,1.41E-05,6.95E-06,2.94E-06,9.86E-06,4.21E-06,1.10E-06,6.03E-07,1.74E-06,1.20E-06,1.25E-06,1.28E-06,8.63E-07,8.88E-07,6.93E-07
Soyasaponin II,1.20E-05,1.37E-05,1.50E-05,9.85E-06,1.02E-05,1.12E-05,1.38E-05,8.77E-06,8.15E-06,6.70E-06,6.37E-06,5.70E-06,3.49E-06,5.98E-06,4.47E-06,6.42E-06,1.06E-05,5.23E-06
"(3beta,5alpha,9alpha,22E,24R)-5,9-Epidioxy-3-hydroxyergosta-7,22-dien-6-one",9.14E-06,6.36E-06,7.19E-06,8.31E-06,5.65E-06,6.06E-06,7.23E-06,5.81E-06,5.56E-06,5.27E-06,4.62E-06,5.76E-06,5.23E-06,4.92E-06,3.43E-06,5.55E-06,6.47E-06,5.88E-06
"N,O-Didesmethylvenlafaxine",2.49E-05,2.51E-05,3.07E-05,3.14E-05,2.39E-05,2.75E-05,2.50E-05,2.05E-05,2.48E-05,2.14E-05,1.82E-05,1.78E-05,1.79E-05,2.44E-05,2.24E-05,2.25E-05,2.39E-05,2.23E-05
"(3alpha,20R,24Z)-3-Hydroxy-21-oxoeupha-8,24-dien-26-oic acid",1.41E-06,1.44E-06,2.35E-06,2.08E-06,2.31E-06,1.23E-06,9.66E-07,1.15E-06,1.87E-06,9.42E-07,1.30E-06,2.41E-06,2.26E-06,1.86E-06,9.18E-07,2.34E-06,1.81E-06,1.32E-06
Naloxone,7.78E-05,7.19E-05,9.93E-05,6.29E-05,3.20E-05,5.14E-05,7.13E-05,5.24E-05,5.44E-05,4.42E-05,2.11E-05,3.43E-05,2.17E-05,3.27E-05,3.88E-05,2.90E-05,3.46E-05,2.90E-05
D-Urobilin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Lauroylglycine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isolinderanolide,0.000469677,0.000465757,0.000484581,0.00079019,0.000768536,0.000568621,0.000495128,0.00061681,0.000667272,0.001005593,0.000860186,0.000957724,0.000878323,0.001231715,0.00126247,0.001043207,0.000746618,0.001020763
"DG(16:1(9Z)/22:2(13Z,16Z)/0:0)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medicagenic acid 28-O-[b-D-xylosyl-(1->4)-a-L-rhamnosyl-(1->2)-a-L-arabinosyl] ester,2.96E-05,3.54E-05,2.85E-05,3.69E-05,2.55E-05,3.21E-05,1.75E-05,2.65E-05,1.86E-05,2.39E-05,3.22E-05,3.12E-05,2.44E-05,3.34E-05,2.97E-05,3.94E-05,3.65E-05,3.00E-05
"(3beta,17alpha,23S)-17,23-Epoxy-3,28,29-trihydroxy-27-norlanost-8-en-24-one",2.23E-05,1.99E-05,2.45E-05,2.51E-05,2.37E-05,2.48E-05,2.35E-05,2.26E-05,2.11E-05,2.20E-05,1.95E-05,2.10E-05,2.20E-05,2.36E-05,1.86E-05,2.29E-05,2.20E-05,2.13E-05
"LysoPC(22:2(13Z,16Z))",0.000150248,0.000159416,9.35E-05,0.000159043,0.000136767,0.000124216,0.00010612,0.000198235,0.000175612,7.47E-05,0.000103919,9.50E-05,0.000137444,8.99E-05,0.000118183,7.80E-05,9.43E-05,9.83E-05
Mesobilirubinogen,4.85E-06,1.36E-06,8.89E-07,9.49E-07,2.88E-07,2.23E-06,2.38E-05,3.39E-07,4.27E-07,1.91E-06,2.00E-05,3.81E-06,2.77E-06,1.62E-06,3.11E-06,9.53E-07,1.35E-06,1.22E-06
Streptomycin,6.28E-06,2.59E-06,5.39E-06,4.92E-06,1.07E-06,4.68E-06,6.39E-06,3.43E-06,9.65E-06,3.20E-07,5.80E-06,2.05E-06,4.83E-06,3.30E-06,1.56E-06,9.38E-07,1.54E-06,2.16E-06
Dehydrosoyasaponin I,9.47E-06,7.74E-06,4.63E-06,6.56E-06,7.87E-06,1.85E-05,1.59E-05,8.97E-06,9.33E-07,7.74E-06,4.05E-06,1.66E-06,1.68E-06,1.35E-06,2.27E-06,4.34E-06,1.58E-06,8.46E-07
2-(4-Methyl-5-thiazolyl)ethyl decanoate,0.000151011,0.000204637,0.000164093,0.000154037,0.000155673,0.000103406,0.000106497,0.000117544,0.000118421,0.000110245,0.000157018,0.000104756,7.95E-05,0.000117769,0.00015661,0.000104007,0.000108679,7.38E-05
Lysyl-Glycine,0.002410172,0.003133469,0.003285185,0.001663009,0.00224519,0.002723822,0.002499156,0.001474305,0.001452815,0.001112581,0.001661872,0.000899468,0.000928864,0.001473298,0.001465803,0.001230913,0.001583265,0.00109741
"xi-2,3-Dihydro-2-oxo-1H-indole-3-acetic acid",3.62E-05,1.51E-05,1.91E-05,1.86E-05,5.16E-05,1.93E-05,2.59E-05,2.11E-05,1.99E-05,3.93E-05,2.38E-05,1.85E-05,2.12E-05,2.65E-05,2.93E-05,1.58E-05,2.38E-05,2.19E-05
De-O-methylsimmondsin,5.74E-06,6.77E-06,4.01E-06,1.67E-05,2.79E-05,7.36E-06,3.25E-06,5.23E-06,4.74E-06,1.06E-05,1.24E-05,9.26E-06,7.31E-06,1.97E-05,2.19E-05,7.41E-06,3.93E-06,1.62E-05
AF Toxin II,7.61E-06,8.07E-06,1.10E-05,7.49E-06,1.18E-05,8.00E-06,7.18E-06,5.45E-06,4.42E-06,8.47E-06,1.50E-05,2.87E-06,1.34E-06,9.52E-06,6.29E-06,2.51E-06,1.88E-06,5.09E-06
Prostaglandin E2 ethanolamide,2.44E-07,1.79E-07,3.77E-07,2.13E-07,4.90E-07,2.84E-07,2.90E-07,1.55E-07,3.46E-07,3.37E-07,3.78E-07,2.23E-07,2.27E-07,2.27E-07,1.70E-07,1.03E-07,2.56E-07,7.09E-08
Pantoyllactone glucoside,2.29E-06,1.10E-06,2.41E-06,5.05E-06,4.21E-06,2.70E-06,2.95E-06,3.67E-06,2.12E-06,1.50E-06,4.15E-07,2.05E-06,1.84E-06,1.30E-06,1.26E-06,2.89E-06,3.22E-06,1.93E-06
Pectenotoxin 1,2.94E-05,2.58E-05,1.80E-05,1.80E-05,7.39E-06,1.60E-05,8.55E-06,2.23E-05,3.87E-06,5.18E-06,1.39E-05,1.37E-05,6.61E-06,1.23E-05,1.24E-05,1.36E-05,8.57E-06,8.77E-06
11-nor-9-carboxy-Delta(9)-tetrahydrocannabinol,4.64E-06,2.61E-06,5.69E-06,3.06E-07,1.92E-07,5.45E-06,4.19E-06,4.06E-06,1.14E-06,1.35E-07,8.07E-07,1.64E-06,1.44E-06,2.44E-06,7.34E-07,1.20E-06,2.54E-06,1.48E-06
Nystatin,1.76E-05,1.75E-05,1.79E-05,1.30E-05,1.39E-05,1.47E-05,2.22E-05,1.86E-05,1.40E-05,1.48E-05,1.14E-05,1.19E-05,1.09E-05,1.09E-05,6.40E-06,2.54E-05,2.15E-05,1.63E-05
"23S,25,26-Trihydroxyvitamin D3",2.47E-05,1.84E-05,2.41E-05,1.74E-05,2.85E-05,4.18E-05,3.94E-05,4.27E-05,4.89E-05,3.83E-05,4.30E-05,3.48E-05,3.93E-05,3.39E-05,1.48E-05,2.92E-05,2.52E-05,2.04E-05
"11,13-Dihydrotaraxinic acid glucosyl ester",1.46E-06,1.63E-06,1.95E-06,2.08E-06,2.36E-06,2.01E-06,2.02E-06,1.64E-06,1.63E-06,1.29E-06,9.09E-07,1.08E-06,1.48E-06,1.37E-06,9.82E-07,1.54E-06,1.42E-06,1.31E-06
lysoPC(26:0),0,5.82E-07,0,3.59E-07,1.43E-07,3.15E-07,0,0,8.30E-08,0,1.03E-07,0,0,0,0,7.61E-06,1.50E-07,0
Ipriflavone,3.79E-06,4.13E-06,3.29E-06,4.92E-06,3.08E-06,3.85E-06,2.21E-06,3.58E-06,2.54E-06,0,4.06E-07,9.67E-08,7.71E-07,7.46E-07,5.80E-07,5.55E-07,6.65E-07,2.72E-07
Cymorcin monoglucoside,3.78E-05,5.16E-05,5.36E-05,2.55E-05,2.85E-05,4.67E-05,6.63E-05,3.30E-05,2.36E-05,4.50E-05,3.31E-05,4.23E-05,3.91E-05,4.78E-05,7.48E-05,3.77E-05,4.83E-05,5.30E-05
Cyclopassifloic acid D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13S-hydroxyoctadecadienoic acid,1.30E-06,3.99E-06,8.51E-06,5.17E-06,1.41E-06,4.95E-06,3.01E-06,1.18E-06,7.65E-06,5.56E-07,2.97E-06,7.12E-07,3.45E-06,4.12E-06,8.75E-06,2.41E-06,8.50E-07,2.62E-06
Cinnamic acid,0.002160909,0.002279362,0.002407375,0.002379948,0.00312745,0.002406365,0.002273373,0.002212904,0.002159104,0.002563441,0.0027746,0.002234181,0.00210907,0.002590272,0.001975836,0.002296167,0.002238213,0.002467492
Filfiline,0.00013165,0.00010736,0.000103381,0.000103637,0.000130777,0.000118711,0.000111771,9.84E-05,0.000114887,8.70E-05,8.70E-05,8.78E-05,8.89E-05,0.000102422,9.46E-05,9.87E-05,0.00013195,0.000116926
Methoxybrassitin,7.18E-07,9.81E-07,3.56E-07,6.75E-07,4.07E-07,4.64E-07,8.35E-07,4.79E-07,2.31E-07,3.47E-07,4.79E-07,5.00E-07,5.34E-07,1.57E-07,5.00E-07,4.46E-07,4.80E-07,5.91E-07
Isopersin,3.11E-06,7.26E-06,4.21E-07,5.46E-06,5.82E-06,5.53E-06,2.47E-06,6.75E-06,4.77E-06,3.33E-06,8.28E-06,3.83E-07,3.47E-06,2.51E-06,2.66E-06,2.40E-06,7.87E-07,1.31E-06
Clocortolone,3.73E-06,3.10E-06,5.41E-06,8.50E-07,2.78E-06,2.09E-06,5.02E-06,2.78E-06,5.06E-06,2.97E-06,1.36E-06,2.97E-06,2.23E-06,4.59E-06,1.64E-06,0,7.77E-07,4.86E-06
Bismahanine,9.74E-06,6.01E-06,1.02E-05,4.54E-06,1.11E-05,4.36E-06,3.02E-05,3.64E-05,3.32E-05,2.18E-05,1.02E-05,5.35E-05,5.74E-05,2.81E-05,4.67E-06,7.59E-05,3.73E-05,3.08E-05
"MG(0:0/22:4(7Z,10Z,13Z,16Z)/0:0)",5.97E-06,4.66E-06,5.08E-06,5.44E-06,2.98E-06,3.91E-06,4.00E-06,3.95E-06,5.21E-06,7.13E-06,7.51E-06,1.11E-06,3.30E-06,3.03E-06,1.75E-06,2.96E-06,4.02E-06,3.61E-06
Corosin,5.41E-05,7.64E-05,6.00E-05,5.73E-05,5.18E-05,6.73E-05,5.99E-05,5.57E-05,4.77E-05,4.01E-05,6.01E-05,4.77E-05,5.22E-05,6.76E-05,7.05E-05,7.11E-05,4.83E-05,6.79E-05
L-Aspartic acid,3.01E-06,3.51E-06,2.91E-06,4.02E-06,3.76E-06,2.46E-06,4.13E-06,3.16E-06,3.54E-06,3.26E-06,3.27E-06,3.92E-06,3.51E-06,3.97E-06,3.07E-06,4.43E-06,3.98E-06,4.36E-06
"(4R,5S,7R,11x)-11,12-Dihydroxy-1(10)-spirovetiven-2-one 12-glucoside",4.55E-06,4.16E-06,3.83E-06,5.74E-06,6.50E-06,5.39E-06,2.23E-06,5.42E-06,4.80E-06,2.90E-06,5.32E-06,2.89E-06,4.51E-06,5.45E-06,3.99E-06,5.90E-06,6.66E-06,5.43E-06
N-acetyl-5-methoxykynuramine,3.86E-05,4.39E-05,3.40E-05,3.14E-05,6.23E-05,4.12E-05,3.86E-05,3.18E-05,2.98E-05,2.74E-05,5.52E-05,4.14E-05,3.08E-05,4.31E-05,4.91E-05,2.84E-05,3.38E-05,4.17E-05
Citronellyl anthranilate,1.31E-07,3.31E-07,3.60E-07,3.52E-07,3.14E-07,4.20E-07,5.68E-07,1.21E-07,0,1.41E-07,6.71E-07,3.77E-07,4.17E-07,9.55E-07,5.04E-07,5.81E-07,4.48E-07,4.96E-07
Naematolone,9.31E-06,8.77E-06,7.46E-06,7.19E-06,5.80E-06,7.03E-06,5.66E-06,6.87E-06,4.53E-06,0,1.35E-07,0,0,0,0,0,0,0
Tetrahydrocortisone,6.06E-06,1.01E-05,2.28E-06,1.15E-06,2.35E-06,9.77E-06,8.59E-06,1.85E-08,3.32E-07,3.09E-06,1.56E-06,6.14E-06,5.66E-06,7.81E-06,1.69E-05,2.09E-06,1.58E-06,1.40E-05
Kelampayoside A,4.40E-06,6.54E-06,3.40E-06,4.77E-06,6.67E-06,2.83E-06,3.52E-06,4.35E-06,5.30E-06,2.47E-06,3.47E-06,2.45E-06,2.66E-06,3.81E-06,3.75E-06,7.49E-06,6.63E-06,5.37E-06
"PE(18:2(9Z,12Z)/20:0)",0.000144405,8.45E-05,0.000106286,0.000115134,0.000105911,0.000115672,0.00012901,0.000110555,0.000112056,0.000130121,0.000119526,0.000126009,0.000143333,0.000141638,0.000107668,0.000153482,0.000150139,0.000172857
1-Methylhistidine,1.38E-06,8.85E-07,1.55E-06,1.02E-06,1.39E-06,9.01E-07,1.24E-06,1.36E-06,5.08E-07,5.27E-07,1.68E-07,3.21E-07,6.40E-07,8.51E-07,5.36E-07,4.69E-07,7.29E-07,3.63E-07
Rutalinium,3.10E-06,3.11E-06,2.26E-06,2.25E-06,3.45E-06,3.43E-06,2.92E-06,3.16E-06,3.29E-06,1.96E-06,2.03E-06,1.61E-06,2.95E-06,2.57E-06,2.66E-06,1.89E-06,3.04E-06,2.93E-06
3-hydroxyicosanoic Acid,9.04E-05,0.000119208,0.000105427,4.49E-05,6.65E-05,5.61E-05,7.02E-05,7.78E-05,8.49E-05,5.18E-05,2.53E-05,5.55E-05,8.14E-05,3.68E-05,5.60E-05,8.21E-05,4.56E-05,7.16E-05
Glutaminyl-Valine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(3beta,17alpha,23S,24S)-17,23-Epoxy-3,24,29-trihydroxy-27-norlanost-8-en-15-one",1.68E-05,1.25E-05,1.21E-05,1.22E-05,1.33E-05,1.11E-05,1.01E-05,1.54E-05,1.24E-05,8.42E-06,1.06E-05,9.01E-06,8.22E-06,7.66E-06,1.41E-05,7.70E-06,7.53E-06,5.54E-06
Tragopogonsaponin A,6.96E-06,3.07E-06,4.45E-06,3.61E-06,2.76E-06,2.94E-06,3.52E-06,3.60E-06,2.47E-06,1.97E-06,1.89E-06,3.42E-06,2.24E-06,2.14E-06,1.85E-06,1.87E-06,1.90E-06,1.98E-06
"7a,12a-Dihydroxy-cholestene-3-one",2.26E-05,2.28E-05,3.34E-05,2.60E-05,2.88E-05,2.80E-05,2.22E-05,2.72E-05,2.13E-05,2.34E-05,2.03E-05,3.48E-05,1.85E-05,4.35E-05,1.75E-05,3.99E-05,4.23E-05,3.51E-05
"4,4-Dimethyl-14alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol",0.000155216,0.000171259,0.000173488,0.000127325,0.000163979,0.000171241,0.000166929,0.000123771,0.000153597,0.000112086,0.000123615,0.000119308,0.000122356,0.000131273,0.000116863,0.000144924,0.000170535,0.000158218
"PS(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",2.87E-05,3.00E-05,2.30E-05,4.39E-05,3.76E-05,3.27E-05,2.80E-05,4.36E-05,2.85E-05,5.08E-05,4.78E-05,4.92E-05,4.90E-05,5.35E-05,5.23E-05,5.34E-05,4.32E-05,4.70E-05
4-Butyl-5-ethylthiazole,7.26E-05,6.44E-05,8.77E-05,8.05E-05,8.16E-05,8.15E-05,8.36E-05,8.39E-05,8.04E-05,7.52E-05,7.05E-05,7.63E-05,8.83E-05,8.00E-05,6.82E-05,8.82E-05,8.67E-05,8.08E-05
Lipoxin A4,5.31E-06,9.08E-06,6.21E-06,7.85E-06,9.73E-06,6.39E-06,5.61E-06,5.33E-06,3.38E-06,4.97E-07,9.02E-07,6.03E-07,3.95E-07,2.13E-07,0,0,0,3.46E-07
Palmitoylglycine,3.32E-06,1.87E-06,2.82E-06,5.20E-07,2.43E-06,1.19E-06,5.99E-06,6.86E-06,1.18E-06,5.69E-07,1.63E-06,6.20E-07,1.67E-06,7.92E-07,5.43E-06,1.03E-05,1.01E-06,2.49E-06
4-Guanidinobutanoic acid,3.48E-06,2.61E-06,3.40E-06,4.99E-06,8.20E-06,2.82E-06,4.66E-06,3.69E-06,3.28E-06,2.81E-06,3.75E-06,3.43E-06,2.25E-06,3.40E-06,2.66E-06,1.95E-06,2.89E-06,2.79E-06
Stachyose,3.82E-06,4.09E-06,1.03E-05,9.81E-06,1.96E-05,8.94E-06,1.68E-05,1.40E-05,3.03E-06,1.55E-06,4.53E-06,9.59E-06,2.85E-06,1.07E-05,5.82E-06,8.81E-06,7.71E-06,7.18E-06
Armillaripin,0.003160835,0.00474791,0.003639869,0.004419266,0.005698052,0.003946565,0.003951392,0.004452947,0.005438578,0.004016688,0.004704729,0.004276497,0.004360619,0.005368961,0.005256227,0.006733414,0.006940014,0.006367735
Malonylcarnitine,0.000111402,0.000141915,0.000138436,0.000162925,0.00019918,0.000121078,0.000121687,0.000119891,0.0001142,0.000201694,0.000187282,0.000179474,0.000109475,0.000204373,0.000185964,0.000158198,0.000136165,0.000170351
Aspartyl-Cysteine,7.91E-06,8.26E-06,6.21E-06,1.36E-05,2.71E-05,7.27E-06,6.62E-06,8.97E-06,1.26E-05,1.37E-05,2.02E-05,1.20E-05,8.30E-06,1.10E-05,8.31E-06,9.31E-06,9.60E-06,7.93E-06
Pentyl glucosinolate,2.32E-06,1.83E-06,2.72E-06,1.58E-06,2.10E-06,2.15E-06,2.30E-06,2.38E-06,2.37E-06,2.46E-06,6.33E-07,2.30E-06,1.80E-06,1.76E-06,1.43E-06,2.33E-06,2.23E-06,2.33E-06
Agavasaponin D,4.13E-05,5.23E-05,6.80E-05,3.12E-05,2.47E-05,5.99E-05,9.78E-05,3.24E-05,3.60E-05,2.29E-05,3.87E-05,2.16E-05,1.84E-05,1.94E-05,3.24E-05,2.00E-05,3.59E-05,2.58E-05
"PC(22:2(13Z,16Z)/24:1(15Z))",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
